question,answer,topic
What is a high-alert medication and why does the pharmacist double-check it?,"High-alert medications such as insulin, anticoagulants, and chemotherapy drugs have a high risk of causing serious harm if dosed incorrectly so pharmacists verify doses and patient identity carefully.",prescription
Which common medicines cause stomach upset or nausea as a side effect?,"NSAIDs like ibuprofen, iron supplements, metformin, some antibiotics, and corticosteroids commonly cause nausea or stomach irritation; taking them with food often reduces this effect.",side_effects
What should I do if I lose a prescription before collecting the medicine?,Contact the outpatient department where it was issued and explain the situation; the prescribing team may reissue a replacement prescription after verifying the clinical record.,prescription
Are appetite suppressant supplements safe to take without medical advice?,"Most appetite suppressant supplements are unregulated for safety and efficacy; consult a doctor before use, especially if you have heart disease, hypertension, or are taking other medications.",otc_medicines
What are the signs that a medicine is affecting my kidneys?,"Reduced urine output, ankle swelling, fatigue, and elevated creatinine on blood tests may indicate drug-induced kidney injury; report these symptoms to the AIIMS treating team promptly.",side_effects
Are topical medicines like creams and ointments also available at subsidised rates at AIIMS?,Topical preparations prescribed at AIIMS are dispensed at government-subsidised rates and generic equivalents are typically significantly cheaper than branded alternatives at private pharmacies.,medicine_costs
What is the correct way to give rectal suppositories?,"Wash hands, remove packaging, insert the suppository narrow end first about two to three centimetres into the rectum, and remain lying down for fifteen to twenty minutes to allow absorption.",general_queries
Can the same prescription be used at both the AIIMS pharmacy and an outside pharmacy?,Only one dispensing can normally be made per prescription slip; if you need to fill it externally obtain a photocopy endorsed by the doctor as pharmacies retain the original.,prescription
How long can I safely keep an opened bottle of liquid medicine?,"Most opened liquid medicines should be discarded after the period stated on the label, typically fourteen to twenty-eight days; opened eye drops usually expire within four weeks of opening.",general_queries
How do I dispose of a used insulin pen or syringe safely in India?,"Place used sharps in a puncture-resistant container, seal when three-quarters full, and hand it to the AIIMS pharmacy or the nearest government hospital for biomedical waste disposal.",general_queries
How long should I wait between two doses of a medicine prescribed four times a day?,For a four-times-daily medicine aim for roughly equal spacing of six hours between doses and try to maintain this schedule consistently for best therapeutic effect.,prescription
Can medicines cause sexual dysfunction as a side effect?,"Beta-blockers, SSRIs, antipsychotics, and some antihypertensives can affect sexual function in both men and women; discuss this with your doctor as alternatives may be available.",side_effects
What is the CDSCO and what is its role in regulating medicines in India?,"The Central Drugs Standard Control Organisation is India's national regulatory body for medicines and devices, responsible for approving new drugs, setting quality standards, and monitoring drug safety.",general_queries
What does enteric coated mean on a tablet label?,Enteric coated tablets have a special coating that prevents them dissolving in the stomach and releases the medicine in the intestine to reduce irritation or improve effectiveness.,prescription
Are fish oil supplements safe to buy OTC?,Omega-3 fish oil supplements at standard doses are generally safe OTC but high doses can interact with anticoagulants and should be discussed with a doctor if you are on blood-thinning medicines.,otc_medicines
Are eye drops for glaucoma available at reduced cost at AIIMS?,Generic glaucoma drops are available at the AIIMS pharmacy at government-subsidised rates and are significantly cheaper than branded versions available at retail pharmacies.,medicine_costs
What is a discharge prescription and how is it different from an outpatient prescription?,"A discharge prescription is issued when a patient leaves hospital and covers the medicines needed at home during recovery, while an outpatient prescription is for ongoing management of a chronic condition.",prescription
What is a pharmaceutical cold chain and why does it matter for certain vaccines and medicines?,The cold chain is the system of refrigerated storage and transport that keeps temperature-sensitive medicines like insulin and vaccines potent from manufacturer to patient.,prescription
Can I buy oral antifungal tablets like fluconazole without a prescription?,Fluconazole is a Schedule H drug in India requiring a prescription; single-dose packs may be sold informally but this is technically illegal and potentially unsafe without diagnosis.,otc_medicines
Can OTC pain relievers mask symptoms of a serious condition?,"Yes, taking pain relievers without a diagnosis can mask serious conditions like appendicitis or meningitis; see a doctor if pain is severe, unexplained, or accompanied by fever or other symptoms.",otc_medicines
What is the cost of anti-fungal treatment for severe systemic infections at AIIMS?,Intravenous antifungals like amphotericin B are expensive but are available at AIIMS at government procurement rates and for eligible inpatients are included in the cost of care.,medicine_costs
How much does a monthly supply of medicines for a stable hypertensive patient cost at AIIMS?,A standard hypertension regimen at AIIMS using generic amlodipine and enalapril can cost as little as ten to thirty rupees per month compared to hundreds of rupees at private pharmacies.,medicine_costs
How do I know if a medicine dispensed at the AIIMS pharmacy is genuine?,AIIMS procures medicines through central government procurement channels which require quality certification and you can ask the pharmacist for the batch number and manufacturer details.,prescription
Is it safe to use OTC hydrocortisone cream on inflamed skin?,"Low-potency hydrocortisone cream is available OTC for mild inflammatory skin conditions but should not be used on the face, broken skin, or in children without medical advice.",otc_medicines
Can I buy iron supplements without a prescription?,Low-dose iron supplements are available OTC but higher therapeutic doses for anaemia should be prescribed after a blood test to confirm deficiency and to choose the appropriate preparation.,otc_medicines
Can I use a medicine after its best before date if it looks and smells normal?,Best before and expiry dates indicate the last date at which full potency and safety are guaranteed; do not use medicines after expiry even if they appear unchanged as degradation may not be visible.,general_queries
What is the significance of a medicine's protein binding percentage?,High protein binding means most of the drug is attached to blood proteins and only the free fraction is active; this affects drug interactions when two highly protein-bound drugs compete for binding sites.,general_queries
How does age affect how the body handles medicines?,The elderly have reduced kidney and liver function which slows medicine clearance and increases the risk of toxicity; dose adjustments are often needed and polypharmacy reviews are essential.,general_queries
What is a pharmaceutical adjuvant and how does it affect a medicine?,"A pharmaceutical adjuvant is an ingredient added to a formulation to enhance drug delivery, stability, or palatability; examples include preservatives in eye drops and suspension agents in liquids.",general_queries
Can I use OTC anti-lice shampoos safely on young children?,Permethrin-based anti-lice shampoos are available OTC and are generally safe for children over two months of age; follow age-specific instructions and avoid contact with eyes.,otc_medicines
How are expiry dates shown on medicines and what should I do with expired stock?,Expiry dates are printed as month and year on the packaging and expired medicines must not be used; return them to a pharmacy for safe disposal rather than throwing them in household waste.,prescription
What is a fixed drug eruption and how is it recognised?,"A fixed drug eruption is a skin reaction that recurs at the exact same site each time the offending medicine is taken; common causes include sulphonamides, NSAIDs, and tetracyclines.",side_effects
Can a pharmacist refuse to dispense a legally valid prescription?,"A pharmacist may refuse to dispense if there is a clinical concern such as a dangerous dose or interaction, and in such cases the pharmacist must explain the reason and refer back to the prescriber.",prescription
What should I check on an OTC medicine label before buying it?,"Check the active ingredients, approved uses, contraindications, recommended dose, age restrictions, expiry date, batch number, and the manufacturer's contact details before purchasing.",otc_medicines
Can I ask AIIMS to review all my medicines together if I take many different ones?,"Yes, a medicines reconciliation review can be requested and the clinical pharmacy team at AIIMS can assess for redundancies, interactions, and simplification opportunities.",prescription
Can I use two different eye drops at the same time?,Multiple eye drops can be used but should be instilled at least five minutes apart to prevent the second drop washing out the first; ask the pharmacist about the correct order and timing.,general_queries
Can vitamins or minerals interfere with my prescribed medicines?,"Yes, calcium reduces absorption of fluoroquinolones and thyroid medicines, iron interferes with certain antibiotics, and magnesium can affect some cardiac medicines; always space them by two hours.",general_queries
Can thyroid medicines like levothyroxine cause side effects?,"At the correct dose levothyroxine is well tolerated; overdose causes palpitations, tremor, weight loss, insomnia, and sweating while underdosing leads to fatigue and weight gain.",side_effects
What OTC medicine can help with hay fever symptoms?,Non-sedating antihistamines like cetirizine or loratadine taken once daily are effective for hay fever symptoms and are available OTC; nasal steroid sprays require a prescription for stronger relief.,otc_medicines
What does the instruction take on an empty stomach mean?,Take the medicine at least thirty to sixty minutes before eating or two hours after a meal; some drugs like levothyroxine and some antibiotics absorb significantly better without food.,prescription
Why is levothyroxine considered one of the most cost-effective essential medicines at AIIMS?,"Levothyroxine is inexpensive to manufacture, has a long shelf life, and is available as a generic through central procurement making it among the lowest-cost essential medicines on the AIIMS formulary.",medicine_costs
What is the role of excipients in a tablet?,"Excipients are inactive ingredients like fillers, binders, and coatings that give the tablet its physical form; some excipients like lactose or colouring agents may cause reactions in sensitive individuals.",general_queries
Can the AIIMS pharmacist substitute my branded prescription with a generic equivalent?,Pharmacists at government hospitals including AIIMS are encouraged to dispense generics but substitution requires the prescriber's approval unless the prescription already specifies the generic name.,prescription
What does it mean when a medicine is prescribed off-label?,"Off-label prescribing means the doctor is using an approved drug for a condition or age group not listed on the official product licence, based on clinical evidence and professional judgement.",prescription
What is the correct paracetamol dose for a child based on weight?,The standard paracetamol dose for children is fifteen milligrams per kilogram of body weight every four to six hours and should not exceed five doses in twenty-four hours.,otc_medicines
What is a repeat prescription and how does it work for regular patients at AIIMS?,"A repeat prescription allows a stable patient to collect ongoing medicines without seeing the doctor each time, though periodic review appointments are still required for monitoring.",prescription
What are the side effects of tramadol?,"Tramadol commonly causes nausea, dizziness, constipation, drowsiness, and dry mouth; it carries a risk of dependence and should not be combined with alcohol or other sedating medicines.",side_effects
How do I prepare for a consultation where I need to discuss multiple medicines?,"Bring all your medicines in their original packaging, note any side effects or concerns you have experienced, list any allergies, and write down any new symptoms that started after beginning a medicine.",general_queries
Can I get free medicines if I am admitted to the AIIMS ward?,Inpatient medicines for admitted patients at AIIMS are generally provided as part of care at no or nominal cost; the ward pharmacist will advise on any charges for specific items.,medicine_costs
Can patients access free medicines under the Chief Minister's Relief Fund in Delhi?,Delhi residents facing high medical costs can apply to the Chief Minister's Relief Fund for assistance with expensive medicines; the AIIMS social work department can guide the application process.,medicine_costs
Can a patient from a low-income state access free medicines at AIIMS by showing their ration card?,BPL ration cards are accepted as proof of eligibility for free medicines at AIIMS; the social work team can assist outstation patients in accessing the free drug programme.,medicine_costs
What government scheme provides free HIV medicines in India?,The National AIDS Control Organisation programme provides free antiretroviral therapy to all eligible HIV-positive patients through ART centres including the one at AIIMS New Delhi.,medicine_costs
Can I drink alcohol while taking medicines?,"Alcohol interacts with many medicines including metronidazole, sedatives, antidepressants, and paracetamol in excess; always ask the pharmacist if alcohol is safe with your specific prescription.",general_queries
Can antipsychotic medicines cause weight gain and metabolic changes?,"Atypical antipsychotics like olanzapine and clozapine frequently cause significant weight gain, elevated blood sugar, and dyslipidaemia requiring regular metabolic monitoring.",side_effects
Which antibiotics commonly cause diarrhoea as a side effect?,"Broad-spectrum antibiotics like amoxicillin-clavulanate, clindamycin, and fluoroquinolones frequently cause diarrhoea; probiotics taken alongside may reduce this effect.",side_effects
How are medicines for rare tropical diseases managed at AIIMS?,AIIMS infectious disease team manages rare tropical disease medicines through the national disease control programme supplies and WHO essential medicines channels with guidance from the drug information centre.,general_queries
What is the difference between a medicine's onset of action and its duration of action?,Onset of action is how quickly a medicine starts working after administration while duration of action is how long its effect lasts; both influence dosing frequency.,general_queries
What is the AIIMS drug information centre and what services does it provide?,"The AIIMS drug information centre provides evidence-based medicine information to clinicians and can advise patients on drug interactions, dosing, and compatibility queries at the clinical pharmacy.",general_queries
Can medicines cause insomnia as a side effect?,"Corticosteroids, beta-agonists, decongestants, some antidepressants, and high-dose theophylline can cause insomnia; taking these medicines earlier in the day when possible may reduce this effect.",side_effects
What is the difference in cost between injectable and oral versions of the same medicine?,Injectable formulations are generally more expensive due to sterility requirements and are used when clinically necessary; oral equivalents are dispensed at AIIMS whenever clinically appropriate to reduce costs.,medicine_costs
What is the maximum dose of ibuprofen available OTC per day?,The maximum OTC dose of ibuprofen for adults is 1200mg per day in divided doses; higher doses up to 2400mg are available on prescription only and require medical supervision.,otc_medicines
How much does insulin cost at the AIIMS pharmacy?,Insulin is available at AIIMS at government-subsidised rates and for eligible patients may be provided free; the exact cost varies by type and is significantly lower than private market prices.,medicine_costs
What side effects should I watch for when my child takes antibiotics?,"Watch for diarrhoea, rash, vomiting, and signs of allergic reaction; seek immediate medical care if the child develops hives, wheezing, or swelling after starting the antibiotic.",side_effects
What does dispense as directed mean on a prescription?,"Dispense as directed means the pharmacist follows specific instructions from the prescriber for that particular patient rather than standard dosing, often for unusual preparations or doses.",prescription
What is a pharmacist's role when I buy an OTC medicine?,"The pharmacist checks that the OTC medicine is appropriate for your symptoms, screens for interactions with any prescription drugs you take, advises on dosing, and recommends a doctor visit if needed.",otc_medicines
What is the correct way to use a nasal decongestant spray?,"Blow the nose before use, tilt the head slightly forward, insert the nozzle, and spray while breathing in; do not use for more than three consecutive days as rebound congestion can occur.",otc_medicines
Are antacids safe to take regularly without a prescription?,Occasional antacid use is safe but regular use without investigation may mask a serious underlying condition; consult a doctor at AIIMS if symptoms occur more than twice a week.,otc_medicines
Can I take my prescribed heart medicine if my blood pressure reading is lower than normal on that day?,Do not skip heart medicines based on a single low reading; contact your AIIMS cardiologist or the outpatient department for guidance as stopping abruptly can be dangerous.,general_queries
Are fertility medicines covered under any government scheme at AIIMS?,Fertility medicines are generally not covered under free drug schemes and are available at subsidised government rates at the AIIMS pharmacy for patients attending the fertility clinic.,medicine_costs
What does it mean when a prescription says use until finished?,Use until finished means the entire course must be completed even if symptoms resolve; this instruction is most commonly given for antibiotics to ensure full eradication of infection.,prescription
Is activated charcoal available OTC and when should it be used?,Activated charcoal tablets are available OTC for bloating but should never be self-administered for poisoning without medical advice; call the AIIMS Poison Centre at 011-26589391 first.,otc_medicines
Can I take my medicines if they have been exposed to very high temperatures during summer in India?,"Heat-exposed medicines especially semisolids, liquids, and biologics may degrade; if a medicine looks changed or has been in extreme heat for extended periods, discard and obtain a fresh supply.",general_queries
What does a prescription abbreviation like BD or TDS mean?,"BD means twice daily, TDS means three times a day, OD means once daily, and QID means four times a day; the pharmacist can explain any abbreviation you do not understand.",prescription
What is a medicine's route of administration and how many routes exist?,"Route of administration is how a medicine enters the body; common routes include oral, intravenous, intramuscular, subcutaneous, topical, inhaled, sublingual, and rectal.",general_queries
Can medicines cause changes in taste or smell as a side effect?,"Metronidazole, clarithromycin, ACE inhibitors, and zinc supplements can alter taste perception; the effect usually reverses after stopping the medicine.",side_effects
Can antiepileptic medicines affect concentration and memory?,"Several antiepileptics including carbamazepine, phenobarbital, and to a lesser extent valproate can affect cognitive function, memory, and attention particularly at higher doses.",side_effects
What does it mean when a medicine label says for external use only?,External use only means the medicine must only be applied to the surface of the skin or affected area and must never be swallowed; ingestion can cause serious harm.,general_queries
Should I take all my medicines at the same time if multiple are prescribed?,"Check with the pharmacist as some medicines interact when taken together, and others may need spacing; the pharmacist can create a simple dosing schedule to avoid confusion.",prescription
How do I use an inhaler correctly to get the full dose?,"Shake the inhaler, exhale fully, place mouthpiece in lips, press and simultaneously breathe in slowly and deeply, hold breath for ten seconds, and repeat only as prescribed.",general_queries
What OTC medicine helps with mild urinary tract infection symptoms while waiting for a doctor?,Phenazopyridine sachets or urinary alkalinising agents may relieve burning symptoms temporarily but are not curative; a doctor must be seen promptly as UTIs require antibiotic treatment.,otc_medicines
What is the difference between a drug and a medicine?,The terms are often used interchangeably but in clinical use medicine refers to a substance used to treat or prevent disease while drug can also refer to substances of abuse; both require regulatory control.,general_queries
What is the maximum duration of use recommended for OTC nasal decongestant sprays?,Nasal decongestant sprays should not be used for more than three consecutive days to avoid rebound nasal congestion known as rhinitis medicamentosa.,otc_medicines
Can the AIIMS pharmacist advise me on how to take my prescribed medicines correctly?,"Yes, the pharmacist is trained to counsel patients on dose, timing, administration technique, food interactions, and what to do if a dose is missed.",prescription
Are antiretroviral medicines for HIV available free of cost at AIIMS?,All first and second-line antiretroviral medicines are provided free to registered patients at the AIIMS ART centre under the National AIDS Control Programme.,medicine_costs
What is DRESS syndrome in relation to drug side effects?,"Drug reaction with eosinophilia and systemic symptoms is a severe drug hypersensitivity reaction with fever, rash, and organ involvement; it requires immediate hospitalisation and is most often triggered by anticonvulsants and allopurinol.",side_effects
Can I switch between the original and generic version of my medicine safely?,Switching to a generic with the same active ingredient and dose is generally safe and approved by regulatory authorities; however for narrow therapeutic index drugs discuss any switch with your doctor.,general_queries
Are herbal medicines regulated as OTC products in India?,Herbal medicines are regulated under AYUSH regulations and must display licence numbers; they can interact with prescription drugs so always inform your doctor about any herbal supplements you take.,otc_medicines
What is a medicine price negotiation and can patients do this?,Individual patients cannot negotiate drug prices but government bulk procurement through central purchasing agencies results in significantly lower prices at AIIMS than retail pharmacies.,medicine_costs
What is serotonin syndrome and which medicines can cause it?,"Serotonin syndrome is a potentially life-threatening condition caused by excess serotonin, most often from combining SSRIs with tramadol, triptans, or MAOIs; symptoms include agitation, tremor, and fever.",side_effects
Can I get a second opinion on a prescribed medicine if I am uncertain about it?,"Yes, you may discuss concerns about your prescription with the treating doctor, the AIIMS clinical pharmacist, or seek a second medical opinion through the relevant outpatient department.",prescription
What side effects should I monitor when taking allopurinol for gout?,Allopurinol can rarely cause Stevens-Johnson syndrome especially in people with the HLA-B5801 gene variant common in South and East Asian populations; start at a low dose and report any rash immediately.,side_effects
What medicines can I buy without a prescription at a pharmacy in India?,"Over-the-counter medicines available without prescription include paracetamol, antacids, antihistamines, oral rehydration salts, antiseptic creams, cough syrups, and vitamin supplements.",otc_medicines
How does body weight affect medicine dosing?,"Body weight influences dosing for many medicines particularly in children, in obesity, and for drugs like chemotherapy and antibiotics where under or overdosing based on weight can cause treatment failure or toxicity.",general_queries
