question,answer,topic
What is the first aid for a fall from height with suspected multi-system injury?,"Do not move the person, call 108 immediately, maintain spinal alignment, control external bleeding, monitor breathing, and alert AIIMS JPNATC at 011-26741471 before arrival.",basic_first_aid
How do I manage a child who has swallowed a foreign object?,If the child is breathing and not choking call AIIMS casualty at 011-26589142 for advice; if choking perform infant or child back blows and abdominal thrusts and call 108 immediately.,basic_first_aid
What is the domestic violence helpline number in India?,181 is the national women helpline for domestic violence and AIIMS has a social work team reachable through the operator at 011-26588500 for in-hospital support.,calling_emergency
How do I perform blind finger sweeps during choking in a conscious adult?,Blind finger sweeps are no longer recommended in conscious adults as they can push objects deeper; use back blows and abdominal thrusts alternately until the object clears or consciousness is lost.,basic_first_aid
What is acute stress reaction and how is it managed?,"Acute stress reaction follows a traumatic event and causes extreme anxiety, confusion, or physical symptoms; reassurance, a calm environment, and professional support from AIIMS psychiatry are the key responses.",mental_health_emergency
How do I treat a severe nappy rash with skin breakdown in an infant?,"Clean gently with water and pat dry, apply a barrier cream, keep the area exposed to air, and take the infant to AIIMS paediatric casualty if the skin is broken or infected.",basic_first_aid
What should I do if fire breaks out in an AIIMS kitchen or catering area?,"Alert the nearest fire point, call 101 and AIIMS security at 011-26588500, use the kitchen fire extinguisher or blanket only if trained, and evacuate all non-essential staff immediately.",disaster_evacuation
What is triage and how is it used in a mass casualty event?,"Triage is the process of sorting patients by severity to prioritise treatment; at AIIMS red tags indicate immediate life-threatening need, yellow means delayed, green means minor, and black means unsalvageable.",disaster_evacuation
How do I contact AIIMS for an emergency outside of OPD hours?,The AIIMS casualty operates twenty-four hours a day and can be reached at 011-26589142 at any time for emergencies outside of regular outpatient department hours.,calling_emergency
What should I do if I am trapped by fire in a building?,"Close the door between you and the fire, seal gaps with cloth, signal from the window, call 112 to give your exact location, and wait for rescue rather than trying to escape through fire.",disaster_evacuation
What is the AIIMS emergency department contact number?,The AIIMS Trauma Centre and Emergency can be reached at 011-26593308 and 011-26594404 for immediate medical emergencies.,calling_emergency
What is the AIIMS haematology emergency for severe anaemia or bleeding disorders?,Haematological emergencies such as severe anaemia or sickle cell crisis should be reported to casualty at 011-26589142 and the blood bank can be reached at 011-26588663.,calling_emergency
What is the first aid for a dental abscess that is causing breathing difficulty?,A dental abscess causing airway compromise is a surgical emergency; call 108 immediately and go to AIIMS oral surgery casualty as airway swelling can be life-threatening.,basic_first_aid
What is the Integrated Emergency Response System in India?,"The Integrated Emergency Response System routes all 112 calls to a unified dispatch centre that can simultaneously alert police, ambulance, and fire services for coordinated response.",disaster_evacuation
What is the iCall support line for students at AIIMS?,AIIMS students can access mental health support through the AIIMS student wellness programme and through iCall at 9152987821 for external professional counselling.,mental_health_emergency
Can WhatsApp or internet calls be used to contact emergency services in India?,Emergency services in India primarily operate through standard calls on 112 or 108 and internet-based calls may not reliably connect to dispatch centres.,calling_emergency
How do I manage an acute gout attack causing severe joint pain?,"Rest the affected joint, elevate it, apply ice for twenty minutes, and seek medical care at AIIMS for anti-inflammatory medication; go to casualty if the pain is accompanied by fever.",basic_first_aid
How does AIIMS communicate with patients and families during a major disaster?,"AIIMS uses its public address system, hospital website, and coordination with Delhi government media to communicate updates and direct patients and families during major incidents.",disaster_evacuation
What should I tell emergency services when calling about a mental health emergency?,"State that it is a mental health emergency, describe the specific behaviour, say whether there are weapons or drugs involved, and ask for a mental health trained responder if available.",mental_health_emergency
What should I do during a heatwave emergency in Delhi?,"Stay indoors between noon and three PM, drink ORS or water frequently, wear loose light clothing, call 108 for heat stroke symptoms, and use the AIIMS casualty at 011-26589142 for severe cases.",disaster_evacuation
What is the first aid for a suspected poisoning by household chemicals?,"Call AIIMS Poison Centre 011-26589391 immediately, keep the container to show doctors, do not induce vomiting for corrosive substances, and call 108 if the person is unresponsive.",basic_first_aid
How do I treat a severe allergic reaction to food before help arrives?,"Use an EpiPen if available, call 108, lay the person flat with legs raised unless breathing is difficult in which case sit them up, and be ready to start CPR if they become unresponsive.",basic_first_aid
Does AIIMS have a dedicated women helpline for emergencies?,The national women helpline is 181 and AIIMS has social workers and a gender sensitisation committee reachable through the main hospital number 011-26588500.,calling_emergency
What should I do if I am unable to evacuate a wheelchair user during a fire?,"Move them to the nearest designated refuge area on the same floor, stay with them, call AIIMS security at 011-26588500, and alert the fire team to their exact location for priority rescue.",disaster_evacuation
What is the difference between a mental health crisis and a psychiatric emergency?,A mental health crisis involves significant distress without immediate physical danger while a psychiatric emergency involves immediate risk of harm to self or others requiring urgent intervention.,mental_health_emergency
What is the AIIMS New Delhi main helpline number?,The AIIMS New Delhi main helpline is 011-26588500 and is available for general enquiries and emergencies related to the hospital.,calling_emergency
How do I handle a patient with suspected meningococcal septicaemia?,"The non-blanching petechial rash of meningococcal disease is a medical emergency; call 108 without delay, keep the person warm, and alert AIIMS casualty at 011-26589142 immediately.",basic_first_aid
What should parents do if a teenager discloses thoughts of self-harm?,"Take it seriously without minimising, remove access to means of harm, call iCall at 9152987821 for immediate guidance, and arrange an urgent psychiatric assessment at AIIMS.",mental_health_emergency
What should I do if someone is having a seizure?,"Clear the area of hard objects, cushion the head, do not restrain the person or put anything in their mouth, time the seizure, and call 112 if it lasts more than five minutes.",basic_first_aid
How do I treat a patient having a severe asthma attack?,"Help the person sit upright, support their hands on knees, encourage slow breathing, assist with their prescribed inhaler, call 108 if there is no improvement after one dose or they cannot speak.",basic_first_aid
What should I do if I smell burning but cannot see any fire at AIIMS?,"Alert AIIMS security at 011-26588500 immediately, do not ignore the smell, evacuate the area, and wait for the fire safety team to investigate before re-entering.",disaster_evacuation
How do I use a fire hose reel in a hospital building?,"Break the glass to access the reel, turn the valve to start water flow, pull out the hose fully before pointing it at the base of the fire; only use if you have training and the fire is small.",disaster_evacuation
What is the iCall service and how does it differ from a crisis helpline?,iCall provides structured telephone counselling with trained psychologists for ongoing mental health concerns while a crisis helpline offers immediate support during acute emergencies.,mental_health_emergency
What is the correct way to remove a splinter from the skin?,"Clean the area with antiseptic, sterilise tweezers with a flame or alcohol, grasp the splinter at skin level, pull in the same direction it entered, clean again, and seek care if infection develops.",basic_first_aid
What should I do if my clothing catches fire?,"Stop immediately, drop to the ground, cover your face with your hands, and roll to smother the flames; do not run as movement fans the fire and makes it burn faster.",disaster_evacuation
What is the AIIMS Medical Superintendent contact?,"The AIIMS Medical Superintendent can be reached at 011-26588700 for administrative emergencies, grievances, and senior-level hospital queries.",calling_emergency
How do I assess a person's level of consciousness in an emergency?,"Use the AVPU scale: check if the person is Alert, responds to Voice, responds to Pain, or is Unresponsive; report this to the 112 dispatcher and paramedics when they arrive.",basic_first_aid
When should I call the police rather than an ambulance for a mental health emergency?,"Call police at 100 or 112 if there is a weapon involved, threats are being made to others, or you are unable to safely approach the person; ambulance remains the first call if there is no threat.",mental_health_emergency
What should I do if a child shows signs of severe anxiety or panic?,"Stay calm yourself, help the child breathe slowly, remove them from the triggering environment, call the child helpline 1098 if in danger, and arrange psychiatric assessment at AIIMS if episodes are recurring.",mental_health_emergency
How do I treat sunstroke in a child during a Delhi summer?,"Move the child to a cool shaded area, remove excess clothing, apply cool damp cloths to the head and body, give cool water to sip if conscious, and call 108 if temperature remains above 103Â°F.",basic_first_aid
How do I prevent a hypothermia patient from going into cardiac arrest before the ambulance arrives?,"Handle the hypothermic patient very gently as cold hearts are prone to arrhythmia, insulate from the ground, add dry warm layers, avoid rubbing the limbs, and call 108 while monitoring breathing continuously.",basic_first_aid
What is the AIIMS contact for patients needing immediate dialysis?,Patients requiring emergency dialysis should be taken to AIIMS casualty at 011-26589142 where the nephrology team will be called to assess and arrange urgent haemodialysis.,calling_emergency
What is the first aid for acute epiglottitis causing breathing difficulty?,"Acute epiglottitis is a life-threatening airway emergency; do not examine the throat, keep the person upright and calm, call 108 and alert AIIMS ENT casualty at 011-26589142 immediately.",basic_first_aid
How do I use an EpiPen for anaphylaxis?,"Remove the blue safety cap, press the orange tip firmly against the outer thigh, hold for ten seconds, then call 112 immediately even if symptoms improve as a second reaction can occur.",basic_first_aid
What is the AIIMS Trauma Centre number?,The AIIMS Jai Prakash Narayan Apex Trauma Centre (JPNATC) can be contacted at 011-26741471 and 011-26741472 for trauma emergencies.,calling_emergency
What should families near AIIMS do if they hear the national emergency broadcast sirens?,"Tune to All India Radio at 100 FM or DD National for official instructions, stay indoors if advised, avoid the affected area, and call 112 for immediate guidance if in danger.",disaster_evacuation
How does the AIIMS casualty team manage a patient brought in with acute psychosis?,"On arrival the AIIMS casualty team conducts a rapid safety assessment, calls the psychiatric duty registrar for evaluation, and arranges admission to the psychiatry ward if ongoing risk is confirmed.",calling_emergency
How do I recognise the signs of carbon monoxide poisoning in a building?,"Signs include unexplained headache, dizziness, confusion, and nausea in multiple people in the same building; evacuate immediately, call 112, and take affected persons to AIIMS casualty.",disaster_evacuation
Is there a mental health helpline specifically for women in India?,"The national women helpline at 181 and the iCall line at 9152987821 both provide mental health support for women experiencing domestic violence, trauma, or emotional crises.",mental_health_emergency
How do I treat frostbite in a cold weather emergency?,"Move the person to a warm dry place, remove wet clothing and jewellery from the affected area, warm the area in tepid not hot water, do not rub, and seek medical care urgently.",basic_first_aid
How do I give first aid to a lightning strike victim?,"Call 108 immediately, it is safe to touch the person, check for breathing and begin CPR if needed, treat for burns, and keep them warm as lightning victims often go into shock.",disaster_evacuation
What should I do after a seizure stops?,"Place the person in the recovery position, stay with them as they may be confused, call 112 if it is their first seizure, if they have another, or if they are injured.",basic_first_aid
What is the first aid for a suspected miscarriage or obstetric emergency?,"Keep the woman calm and lying down, do not give medication, call 108 or go directly to AIIMS Maternity Wing casualty at 011-26588500, and note the time symptoms began.",basic_first_aid
What is the AIIMS ophthalmology on-call contact for retinal detachment?,Retinal detachment is a sight-threatening emergency and patients should contact AIIMS through the operator at 011-26588500 or go directly to the casualty at 011-26589142 for urgent ophthalmology review.,calling_emergency
How does AIIMS manage pharmaceutical inventory during a prolonged disaster?,"AIIMS activates its emergency pharmacy protocol, prioritises critical medications, coordinates with central government medical stores, and uses the hospital disaster management plan for supply continuity.",disaster_evacuation
What is the flood rescue team contact number for the Yamuna River in Delhi?,The Delhi Flood Control Room at 011-23379249 coordinates Yamuna flood response and NDRF teams are deployed to affected areas during high river levels.,disaster_evacuation
What is the first aid for a patient with chest pain who is conscious?,"Help the person sit in a comfortable semi-reclined position, loosen tight clothing, give one 325mg aspirin if not allergic, call 108, and stay with them reassuring calmly until help arrives.",basic_first_aid
How do I treat a displaced jaw or mandible dislocation?,"Support the jaw without trying to reposition it, apply cold pack for swelling, give soft pain relief if available, and go to AIIMS oral surgery or ENT casualty for professional reduction.",basic_first_aid
When should I dial 112 instead of calling a specific service like police or ambulance?,"Dial 112 when you are unsure which service is needed, when multiple services are required simultaneously, or when you cannot reach a specific line, as 112 dispatches all three services.",calling_emergency
What mental health support is available for flood or earthquake survivors in India?,"Government disaster psychosocial support teams, NIMHANS rapid response teams, and the KIRAN helpline at 1800-599-0019 all provide mental health support following major disasters.",mental_health_emergency
What are the signs of severe depression that require emergency care?,"Emergency care is needed when someone with depression stops eating, is unable to care for themselves, expresses active suicidal intent, or shows signs of psychosis alongside depression.",mental_health_emergency
How do I treat a dislocated joint?,"Support the joint in the position found, apply ice wrapped in cloth, do not attempt to push it back into place, and take the person to AIIMS casualty for professional reduction.",basic_first_aid
What is the fire emergency number in India?,101 is the national fire emergency number in India and should be called immediately for any fire or explosion hazard.,calling_emergency
How do I treat a fever above 104Â°F in a child at home?,"Remove excess clothing, give paracetamol at the correct weight-based dose, sponge with lukewarm water, encourage fluids, and take the child to AIIMS paediatric casualty if the fever does not reduce or the child has a seizure.",basic_first_aid
What is the Directorate General of Civil Aviation emergency contact for air accidents near Delhi?,"Air accident emergencies near Delhi are coordinated by DGCA at 011-24622495 alongside police at 100, fire at 101, and ambulance at 108 for medical response.",disaster_evacuation
How do I treat a hand caught in machinery?,"Do not try to free the hand by force, switch off the machinery at the power source, control bleeding with clean cloth, call 108, and keep the person still and calm until rescue arrives.",basic_first_aid
How do I report a suspicious object or security threat at AIIMS?,"Alert AIIMS security through the operator at 011-26588500, call 100 for police, and direct others away from the area without causing panic.",disaster_evacuation
What is the AIIMS cardiothoracic emergency number?,Cardiothoracic emergencies at AIIMS should be directed through the main emergency number 011-26593308 and the team will be alerted by the casualty staff.,calling_emergency
What should I do during a stampede or crowd crush emergency?,"Do not fall, stay on your feet, move diagonally toward the edge of the crowd, protect your chest by keeping arms up, call 112, and go to AIIMS casualty for any injuries sustained.",disaster_evacuation
What is the first aid for someone who has fainted?,"Lay the person flat on their back, raise their legs above heart level, loosen tight clothing, check breathing, and call 108 if they do not regain consciousness within one minute.",basic_first_aid
How do I open an unconscious person's airway?,"Tilt the head back by placing one hand on the forehead and lifting the chin with two fingers of the other hand, this opens the airway and allows assessment of breathing.",basic_first_aid
What is the AIIMS contact for a patient found to be deeply jaundiced and confused?,Jaundice with confusion may indicate acute liver failure and the patient should go to AIIMS casualty at 011-26589142 immediately as this is a life-threatening emergency.,calling_emergency
What should I do if a person becomes violent during a mental health crisis?,"Do not restrain them yourself unless absolutely necessary to prevent injury, keep distance, speak calmly, call 112 for police assistance, and do not leave them alone.",mental_health_emergency
What is the AIIMS communication system during a major internal emergency?,"AIIMS uses a public address system, designated emergency phones throughout the campus, and a cascade notification system to alert department heads and on-call staff during major incidents.",disaster_evacuation
What is the Delhi emergency number for chemical or industrial accidents?,"Call 101 for fire services, 100 for police, and 108 for medical help in a chemical or industrial accident; AIIMS Poison Centre 011-26589391 can advise on toxic exposures.",calling_emergency
Is there an AIIMS WhatsApp number for non-urgent queries?,AIIMS does not operate an official WhatsApp helpline and all hospital communication should go through official numbers starting with 011-26588500.,calling_emergency
What is the fire helpline number in Delhi?,101 is the Delhi fire services emergency number and calls are free from any phone at any time for fires anywhere in the National Capital Region.,disaster_evacuation
How should I help injured people after a building collapse?,"Do not move injured persons unless in immediate danger, call 112 immediately, mark the location of survivors for rescue teams, do not disturb rubble as it may cause further collapse.",disaster_evacuation
What is the first aid for a patient with altered consciousness after a fall?,"Assume a head and spinal injury, do not move the person unnecessarily, keep the airway open, call 108, note the time of the fall, and inform AIIMS trauma team at 011-26741471.",basic_first_aid
How do I safely cross a flooded road on foot in Delhi?,"Do not enter floodwater above knee height, use a stick to check depth, keep to the edge near buildings, move slowly, and call 112 if you cannot cross safely.",disaster_evacuation
How do I perform CPR on a child aged one to eight years?,"Use one or two hands on the lower half of the breastbone, compress to one-third the chest depth, give thirty compressions followed by two gentle rescue breaths, and repeat the cycle.",basic_first_aid
How do I perform a jaw thrust on a patient with a suspected spinal injury?,"Kneel behind the head, place fingers behind the jaw angles, and push the jaw forward without tilting the head, maintaining the neutral spine position while opening the airway.",basic_first_aid
What emergency supplies should be kept ready for a disaster in Delhi?,"Keep at least three days of drinking water, non-perishable food, a first aid kit, a torch, spare batteries, important documents in a waterproof bag, and a list of emergency numbers including AIIMS.",disaster_evacuation
What is the first aid for an ear injury from a blast or explosion?,"Cover the ear with a clean cloth without applying pressure, do not insert anything into the ear canal, support the head and neck, call 108, and warn AIIMS ENT casualty on arrival.",basic_first_aid
How do I help someone who is experiencing severe medication side effects affecting their mental state?,"Contact the prescribing doctor or AIIMS casualty at 011-26589142 immediately, note the medication name and dose, do not stop the medication without medical advice, and monitor for further changes.",mental_health_emergency
How do I help someone who is severely grief-stricken after a sudden loss?,"Stay present, do not try to explain or minimise the loss, offer practical help, encourage them to eat and drink, and suggest professional support if grief is overwhelming normal functioning.",mental_health_emergency
How do I recognise compassion fatigue in healthcare workers at AIIMS?,"Signs include emotional exhaustion, reduced empathy, dreading work, feeling detached from patients, and sleep disturbance; AIIMS staff wellness and iCall at 9152987821 can provide support.",mental_health_emergency
What should I do if smoke fills a corridor while I am evacuating?,"Stay low where the air is cleaner, cover your nose and mouth with cloth if available, feel doors before opening to check for heat, and move toward the nearest fire exit or safe refuge area.",disaster_evacuation
What is the process for admitting a child with a psychiatric emergency at AIIMS?,A child brought to AIIMS with a psychiatric emergency is assessed jointly by the paediatric and psychiatry teams and admitted to either the paediatric ward or psychiatry unit depending on the clinical need.,mental_health_emergency
What should I do if a person has attempted self-harm?,"Ensure their physical safety first by controlling bleeding or calling 108, then take them to AIIMS casualty at 011-26589142 for both physical and psychiatric assessment.",mental_health_emergency
What is the AIIMS poison control helpline?,The AIIMS Poison Information Centre can be reached at 011-26589391 for guidance on poisoning cases and toxic substance exposures.,calling_emergency
What should I do if a patient discloses active suicidal planning during a routine consultation at AIIMS?,"Do not leave the patient alone, call the psychiatric liaison team through the AIIMS operator at 011-26588500, document the disclosure, and ensure a safety plan is in place before discharge.",mental_health_emergency
When should a tourniquet be used for bleeding?,"A tourniquet should be applied to a limb only when bleeding is life-threatening and cannot be controlled by direct pressure alone, and the time of application must be noted and told to paramedics.",basic_first_aid
What is the AIIMS pulmonology emergency for severe breathing difficulty?,Severe respiratory distress requires immediate attention and patients should be taken to AIIMS casualty at 011-26589142 where the pulmonology team can be called for urgent assessment.,calling_emergency
How do I report a chemical spill near AIIMS to the Delhi pollution authority?,Report chemical spills to the Delhi Pollution Control Committee at 011-27352945 and call 101 for fire hazmat teams and 112 for combined emergency response.,disaster_evacuation
